ocel:eid,ocel:activity,ocel:timestamp,execution_mode
e_000012042,Record Goods Receipt,2026-01-17 04:05:00,ai_assisted
e_000012043,Receive Invoice,2026-01-22 04:05:00,automated
e_000012044,Match Invoice,2026-01-23 00:05:00,human_in_loop
e_000012045,Resolve Invoice Mismatch,2026-01-24 17:05:00,manual
e_000012046,Match Invoice,2026-01-25 01:05:00,human_in_loop
e_000012047,Approve Invoice,2026-01-25 23:05:00,manual
e_000012048,Pay Invoice,2026-01-31 23:05:00,automated
e_000012049,Create Purchase Order,2026-01-01 13:09:00,automated
e_000012050,Approve Purchase Order,2026-01-01 20:09:00,manual
e_000012051,Send Purchase Order,2026-01-01 22:09:00,manual
e_000012052,Receive Goods,2026-01-06 22:09:00,automated
e_000012053,Record Goods Receipt,2026-01-07 01:09:00,human_in_loop
e_000012054,Receive Goods,2026-01-10 01:09:00,automated
e_000012055,Record Goods Receipt,2026-01-10 08:09:00,manual
e_000012056,Receive Invoice,2026-01-11 08:09:00,human_in_loop
e_000012057,Match Invoice,2026-01-11 10:09:00,manual
e_000012058,Approve Invoice,2026-01-12 08:09:00,manual
e_000012059,Pay Invoice,2026-01-18 08:09:00,manual
e_000012060,Create Purchase Order,2026-01-03 08:46:00,manual
e_000012061,Approve Purchase Order,2026-01-05 14:46:00,manual
e_000012062,Send Purchase Order,2026-01-05 16:46:00,manual
e_000012063,Receive Goods,2026-01-10 16:46:00,manual
e_000012064,Record Goods Receipt,2026-01-10 17:46:00,automated
e_000012065,Receive Goods,2026-01-14 17:46:00,human_in_loop
e_000012066,Record Goods Receipt,2026-01-14 20:46:00,automated
e_000012067,Receive Invoice,2026-01-15 20:46:00,manual
e_000012068,Match Invoice,2026-01-16 01:46:00,ai_assisted
e_000012069,Approve Invoice,2026-01-16 04:46:00,manual
e_000012070,Pay Invoice,2026-01-17 04:46:00,ai_assisted
e_000012071,Create Purchase Order,2026-01-03 21:02:00,automated
e_000012072,Approve Purchase Order,2026-01-04 00:02:00,manual
e_000012073,Send Purchase Order,2026-01-04 06:02:00,manual
e_000012074,Receive Goods,2026-01-07 06:02:00,manual
e_000012075,Record Goods Receipt,2026-01-07 08:02:00,manual
e_000012076,Receive Invoice,2026-01-08 08:02:00,automated
e_000012077,Match Invoice,2026-01-09 01:02:00,manual
e_000012078,Approve Invoice,2026-01-10 00:02:00,manual
e_000012079,Pay Invoice,2026-01-19 00:02:00,automated
e_000012080,Create Purchase Order,2026-01-03 09:51:00,automated
e_000012081,Approve Purchase Order,2026-01-09 16:51:00,automated
e_000012082,Send Purchase Order,2026-01-09 22:51:00,automated
e_000012083,Receive Goods,2026-01-12 22:51:00,human_in_loop
e_000012084,Record Goods Receipt,2026-01-13 08:51:00,manual
e_000012085,Receive Invoice,2026-01-14 08:51:00,ai_assisted
e_000012086,Match Invoice,2026-01-14 13:51:00,automated
e_000012087,Approve Invoice,2026-01-15 10:51:00,manual
e_000012088,Pay Invoice,2026-01-20 10:51:00,manual
e_000012089,Receive Invoice,2026-01-25 10:51:00,automated
e_000012090,Match Invoice,2026-01-25 15:51:00,ai_assisted
e_000012091,Approve Invoice,2026-01-26 03:51:00,manual
e_000012092,Pay Invoice,2026-01-31 03:51:00,automated
e_000012093,Create Purchase Order,2026-01-02 23:20:00,automated
e_000012094,Request Purchase Order Change,2026-01-05 04:20:00,manual
e_000012095,Update Purchase Order,2026-01-05 11:20:00,manual
e_000012096,Approve Purchase Order,2026-01-05 18:20:00,manual
e_000012097,Send Purchase Order,2026-01-05 21:20:00,manual
e_000012098,Receive Goods,2026-01-08 21:20:00,automated
e_000012099,Record Goods Receipt,2026-01-09 01:20:00,manual
e_000012100,Receive Invoice,2026-01-12 01:20:00,automated
e_000012101,Match Invoice,2026-01-12 05:20:00,ai_assisted
e_000012102,Approve Invoice,2026-01-12 23:20:00,automated
e_000012103,Pay Invoice,2026-01-15 23:20:00,automated
e_000012104,Create Purchase Order,2026-01-04 14:25:00,automated
e_000012105,Approve Purchase Order,2026-01-04 20:25:00,manual
e_000012106,Send Purchase Order,2026-01-05 02:25:00,manual
e_000012107,Receive Goods,2026-01-07 02:25:00,manual
e_000012108,Record Goods Receipt,2026-01-07 05:25:00,ai_assisted
e_000012109,Receive Invoice,2026-01-13 05:25:00,automated
e_000012110,Match Invoice,2026-01-13 14:25:00,automated
e_000012111,Approve Invoice,2026-01-14 07:25:00,manual
e_000012112,Pay Invoice,2026-01-15 07:25:00,automated
e_000012113,Create Purchase Order,2026-01-03 23:03:00,automated
e_000012114,Approve Purchase Order,2026-01-04 01:03:00,manual
e_000012115,Send Purchase Order,2026-01-04 03:03:00,manual
e_000012116,Receive Goods,2026-01-09 03:03:00,manual
e_000012117,Record Goods Receipt,2026-01-09 10:03:00,automated
e_000012118,Receive Invoice,2026-01-13 10:03:00,manual
e_000012119,Match Invoice,2026-01-13 22:03:00,manual
e_000012120,Approve Invoice,2026-01-14 07:03:00,manual
e_000012121,Pay Invoice,2026-01-15 07:03:00,ai_assisted
e_000012122,Receive Invoice,2026-01-22 07:03:00,automated
e_000012123,Match Invoice,2026-01-22 23:03:00,manual
e_000012124,Approve Invoice,2026-01-23 01:03:00,manual
e_000012125,Pay Invoice,2026-01-25 01:03:00,automated
e_000012126,Create Purchase Order,2026-01-01 23:27:00,automated
e_000012127,Approve Purchase Order,2026-01-06 03:27:00,manual
e_000012128,Send Purchase Order,2026-01-06 09:27:00,automated
e_000012129,Receive Goods,2026-01-07 09:27:00,manual
e_000012130,Record Goods Receipt,2026-01-07 15:27:00,manual
e_000012131,Receive Goods,2026-01-09 15:27:00,automated
e_000012132,Record Goods Receipt,2026-01-09 21:27:00,manual
e_000012133,Receive Invoice,2026-01-12 21:27:00,automated
e_000012134,Match Invoice,2026-01-13 10:27:00,human_in_loop
e_000012135,Approve Invoice,2026-01-13 17:27:00,human_in_loop
e_000012136,Pay Invoice,2026-01-20 17:27:00,human_in_loop
e_000012137,Create Purchase Order,2026-01-01 15:22:00,automated
e_000012138,Approve Purchase Order,2026-01-01 21:22:00,automated
e_000012139,Send Purchase Order,2026-01-02 00:22:00,human_in_loop
e_000012140,Receive Goods,2026-01-07 00:22:00,manual
e_000012141,Record Goods Receipt,2026-01-07 09:22:00,manual
e_000012142,Receive Invoice,2026-01-13 09:22:00,manual
e_000012143,Match Invoice,2026-01-13 17:22:00,manual
e_000012144,Approve Invoice,2026-01-13 21:22:00,manual
e_000012145,Pay Invoice,2026-01-19 21:22:00,automated
e_000012146,Create Purchase Order,2026-01-01 14:18:00,automated
e_000012147,Approve Purchase Order,2026-01-01 18:18:00,ai_assisted
e_000012148,Send Purchase Order,2026-01-02 00:18:00,automated
e_000012149,Receive Goods,2026-01-03 00:18:00,manual
e_000012150,Record Goods Receipt,2026-01-03 09:18:00,human_in_loop
e_000012151,Receive Invoice,2026-01-08 09:18:00,automated
e_000012152,Match Invoice,2026-01-09 08:18:00,manual
e_000012153,Approve Invoice,2026-01-09 12:18:00,manual
e_000012154,Pay Invoice,2026-01-15 12:18:00,automated
e_000012155,Create Purchase Order,2026-01-01 12:30:00,automated
e_000012156,Request Purchase Order Change,2026-01-01 16:30:00,manual
e_000012157,Update Purchase Order,2026-01-01 21:30:00,automated
e_000012158,Approve Purchase Order,2026-01-02 04:30:00,manual
e_000012159,Send Purchase Order,2026-01-02 09:30:00,manual
e_000012160,Receive Goods,2026-01-03 09:30:00,automated
e_000012161,Record Goods Receipt,2026-01-03 13:30:00,manual
e_000012162,Receive Invoice,2026-01-09 13:30:00,automated
e_000012163,Match Invoice,2026-01-12 20:30:00,automated
e_000012164,Resolve Invoice Mismatch,2026-01-14 15:30:00,manual
e_000012165,Match Invoice,2026-01-15 02:30:00,manual
e_000012166,Approve Invoice,2026-01-15 18:30:00,manual
e_000012167,Pay Invoice,2026-01-22 18:30:00,automated
e_000012168,Create Purchase Order,2026-01-04 05:58:00,automated
e_000012169,Approve Purchase Order,2026-01-08 08:58:00,manual
e_000012170,Send Purchase Order,2026-01-08 12:58:00,automated
e_000012171,Receive Goods,2026-01-12 12:58:00,manual
e_000012172,Record Goods Receipt,2026-01-12 19:58:00,manual
e_000012173,Receive Invoice,2026-01-19 19:58:00,manual
e_000012174,Match Invoice,2026-01-30 11:58:00,manual
e_000012175,Approve Invoice,2026-01-31 10:58:00,automated
e_000012176,Pay Invoice,2026-02-08 10:58:00,automated
e_000012177,Create Purchase Order,2026-01-03 01:16:00,manual
e_000012178,Approve Purchase Order,2026-01-07 04:16:00,manual
e_000012179,Send Purchase Order,2026-01-07 08:16:00,automated
e_000012180,Receive Goods,2026-01-10 08:16:00,human_in_loop
e_000012181,Record Goods Receipt,2026-01-10 13:16:00,manual
e_000012182,Receive Invoice,2026-01-15 13:16:00,manual
e_000012183,Match Invoice,2026-01-16 09:16:00,automated
e_000012184,Approve Invoice,2026-01-16 21:16:00,manual
e_000012185,Pay Invoice,2026-01-22 21:16:00,manual
e_000012186,Create Purchase Order,2026-01-04 15:38:00,automated
e_000012187,Approve Purchase Order,2026-01-04 22:38:00,manual
e_000012188,Send Purchase Order,2026-01-05 03:38:00,automated
e_000012189,Receive Goods,2026-01-09 03:38:00,automated
e_000012190,Record Goods Receipt,2026-01-09 12:38:00,manual
e_000012191,Receive Invoice,2026-01-10 12:38:00,automated
e_000012192,Match Invoice,2026-01-11 07:38:00,manual
e_000012193,Approve Invoice,2026-01-11 13:38:00,manual
e_000012194,Pay Invoice,2026-01-14 13:38:00,manual
e_000012195,Create Purchase Order,2026-01-04 12:11:00,automated
e_000012196,Approve Purchase Order,2026-01-04 13:11:00,human_in_loop
e_000012197,Send Purchase Order,2026-01-04 19:11:00,automated
e_000012198,Receive Goods,2026-01-06 19:11:00,manual
e_000012199,Record Goods Receipt,2026-01-07 03:11:00,human_in_loop
e_000012200,Receive Invoice,2026-01-13 03:11:00,automated
e_000012201,Match Invoice,2026-01-13 21:11:00,human_in_loop
e_000012202,Resolve Invoice Mismatch,2026-01-15 08:11:00,manual
e_000012203,Match Invoice,2026-01-15 11:11:00,human_in_loop
e_000012204,Approve Invoice,2026-01-15 23:11:00,manual
e_000012205,Pay Invoice,2026-01-22 23:11:00,automated
e_000012206,Create Purchase Order,2026-01-03 22:51:00,automated
e_000012207,Approve Purchase Order,2026-01-03 23:51:00,manual
e_000012208,Send Purchase Order,2026-01-04 02:51:00,manual
e_000012209,Receive Goods,2026-01-06 02:51:00,human_in_loop
e_000012210,Record Goods Receipt,2026-01-06 10:51:00,automated
e_000012211,Receive Invoice,2026-01-09 10:51:00,automated
e_000012212,Match Invoice,2026-01-10 07:51:00,manual
e_000012213,Approve Invoice,2026-01-10 22:51:00,human_in_loop
e_000012214,Pay Invoice,2026-01-13 22:51:00,automated
e_000012215,Create Purchase Order,2026-01-02 23:50:00,manual
e_000012216,Approve Purchase Order,2026-01-03 06:50:00,manual
e_000012217,Send Purchase Order,2026-01-03 10:50:00,automated
e_000012218,Receive Goods,2026-01-06 10:50:00,manual
e_000012219,Record Goods Receipt,2026-01-06 14:50:00,manual
e_000012220,Receive Goods,2026-01-11 14:50:00,manual
e_000012221,Record Goods Receipt,2026-01-11 23:50:00,manual
e_000012222,Receive Invoice,2026-01-17 23:50:00,manual
e_000012223,Match Invoice,2026-01-18 11:50:00,manual
e_000012224,Approve Invoice,2026-01-19 09:50:00,manual
e_000012225,Pay Invoice,2026-01-23 09:50:00,manual
e_000012226,Create Purchase Order,2026-01-04 04:21:00,automated
e_000012227,Approve Purchase Order,2026-01-04 12:21:00,ai_assisted
e_000012228,Send Purchase Order,2026-01-04 16:21:00,automated
e_000012229,Receive Goods,2026-01-06 16:21:00,manual
e_000012230,Record Goods Receipt,2026-01-07 00:21:00,automated
e_000012231,Receive Invoice,2026-01-13 00:21:00,automated
e_000012232,Match Invoice,2026-01-13 10:21:00,manual
e_000012233,Approve Invoice,2026-01-13 18:21:00,manual
e_000012234,Pay Invoice,2026-01-14 18:21:00,automated
e_000012235,Create Purchase Order,2026-01-02 20:29:00,manual
e_000012236,Request Purchase Order Change,2026-01-03 01:29:00,manual
e_000012237,Update Purchase Order,2026-01-03 09:29:00,manual
e_000012238,Approve Purchase Order,2026-01-03 10:29:00,manual
e_000012239,Send Purchase Order,2026-01-03 12:29:00,automated
e_000012240,Receive Goods,2026-01-05 12:29:00,manual
e_000012241,Record Goods Receipt,2026-01-05 22:29:00,manual
e_000012242,Receive Goods,2026-01-06 22:29:00,automated
e_000012243,Record Goods Receipt,2026-01-07 02:29:00,manual
e_000012244,Receive Invoice,2026-01-12 02:29:00,automated
e_000012245,Match Invoice,2026-01-18 05:29:00,human_in_loop
e_000012246,Approve Invoice,2026-01-18 07:29:00,manual
e_000012247,Pay Invoice,2026-01-26 07:29:00,automated
e_000012248,Create Purchase Order,2026-01-03 14:48:00,automated
e_000012249,Request Purchase Order Change,2026-01-03 22:48:00,manual
e_000012250,Update Purchase Order,2026-01-04 03:48:00,automated
e_000012251,Approve Purchase Order,2026-01-04 05:48:00,manual
e_000012252,Send Purchase Order,2026-01-04 09:48:00,manual
e_000012253,Receive Goods,2026-01-06 09:48:00,manual
e_000012254,Record Goods Receipt,2026-01-06 13:48:00,manual
e_000012255,Receive Invoice,2026-01-08 13:48:00,automated
e_000012256,Match Invoice,2026-01-08 22:48:00,ai_assisted
e_000012257,Resolve Invoice Mismatch,2026-01-09 13:48:00,manual
e_000012258,Match Invoice,2026-01-10 04:48:00,manual
e_000012259,Approve Invoice,2026-01-10 07:48:00,manual
e_000012260,Pay Invoice,2026-01-14 07:48:00,automated
e_000012261,Create Purchase Order,2026-01-03 17:28:00,automated
e_000012262,Approve Purchase Order,2026-01-03 20:28:00,ai_assisted
e_000012263,Send Purchase Order,2026-01-04 02:28:00,manual
e_000012264,Receive Goods,2026-01-08 02:28:00,automated
e_000012265,Record Goods Receipt,2026-01-08 05:28:00,manual
e_000012266,Receive Invoice,2026-01-11 05:28:00,manual
e_000012267,Match Invoice,2026-01-11 07:28:00,ai_assisted
e_000012268,Resolve Invoice Mismatch,2026-01-12 09:28:00,human_in_loop
e_000012269,Match Invoice,2026-01-13 08:28:00,human_in_loop
e_000012270,Approve Invoice,2026-01-14 03:28:00,manual
e_000012271,Pay Invoice,2026-01-21 03:28:00,automated
e_000012272,Receive Invoice,2026-01-24 03:28:00,automated
e_000012273,Match Invoice,2026-01-24 07:28:00,ai_assisted
e_000012274,Resolve Invoice Mismatch,2026-01-24 22:28:00,manual
e_000012275,Match Invoice,2026-01-25 16:28:00,manual
e_000012276,Approve Invoice,2026-01-26 06:28:00,manual
e_000012277,Pay Invoice,2026-02-05 06:28:00,manual
e_000012278,Create Purchase Order,2026-01-04 21:58:00,automated
e_000012279,Approve Purchase Order,2026-01-05 02:58:00,manual
e_000012280,Send Purchase Order,2026-01-05 08:58:00,automated
e_000012281,Receive Goods,2026-01-08 08:58:00,human_in_loop
e_000012282,Record Goods Receipt,2026-01-08 15:58:00,manual
e_000012283,Receive Invoice,2026-01-15 15:58:00,manual
e_000012284,Match Invoice,2026-01-16 07:58:00,automated
e_000012285,Approve Invoice,2026-01-16 15:58:00,manual
e_000012286,Pay Invoice,2026-01-18 15:58:00,automated
e_000012287,Receive Invoice,2026-01-20 15:58:00,manual
e_000012288,Match Invoice,2026-01-21 01:58:00,manual
e_000012289,Approve Invoice,2026-01-22 00:58:00,manual
e_000012290,Pay Invoice,2026-01-31 00:58:00,automated
e_000012291,Create Purchase Order,2026-01-03 04:05:00,automated
e_000012292,Approve Purchase Order,2026-01-07 05:05:00,manual
e_000012293,Send Purchase Order,2026-01-07 10:05:00,manual
e_000012294,Receive Goods,2026-01-10 10:05:00,manual
e_000012295,Record Goods Receipt,2026-01-10 16:05:00,automated
e_000012296,Receive Goods,2026-01-12 16:05:00,human_in_loop
e_000012297,Record Goods Receipt,2026-01-12 20:05:00,automated
e_000012298,Receive Invoice,2026-01-13 20:05:00,manual
e_000012299,Match Invoice,2026-01-14 20:05:00,ai_assisted
e_000012300,Resolve Invoice Mismatch,2026-01-16 20:05:00,manual
e_000012301,Match Invoice,2026-01-17 12:05:00,ai_assisted
e_000012302,Approve Invoice,2026-01-17 15:05:00,manual
e_000012303,Pay Invoice,2026-01-26 15:05:00,automated
e_000012304,Create Purchase Order,2026-01-03 23:08:00,manual
e_000012305,Approve Purchase Order,2026-01-09 04:08:00,manual
e_000012306,Send Purchase Order,2026-01-09 06:08:00,manual
e_000012307,Receive Goods,2026-01-14 06:08:00,manual
e_000012308,Record Goods Receipt,2026-01-14 10:08:00,ai_assisted
e_000012309,Receive Invoice,2026-01-20 10:08:00,automated
e_000012310,Match Invoice,2026-01-21 03:08:00,manual
e_000012311,Approve Invoice,2026-01-22 01:08:00,automated
e_000012312,Pay Invoice,2026-01-31 01:08:00,automated
e_000012313,Create Purchase Order,2026-01-05 06:07:00,automated
e_000012314,Approve Purchase Order,2026-01-05 10:07:00,manual
e_000012315,Send Purchase Order,2026-01-05 16:07:00,manual
e_000012316,Receive Goods,2026-01-06 16:07:00,automated
e_000012317,Record Goods Receipt,2026-01-06 22:07:00,ai_assisted
e_000012318,Receive Goods,2026-01-11 22:07:00,manual
e_000012319,Record Goods Receipt,2026-01-12 05:07:00,automated
e_000012320,Receive Invoice,2026-01-17 05:07:00,manual
e_000012321,Match Invoice,2026-01-18 05:07:00,ai_assisted
e_000012322,Approve Invoice,2026-01-18 22:07:00,manual
e_000012323,Pay Invoice,2026-01-25 22:07:00,manual
e_000012324,Create Purchase Order,2026-01-04 21:56:00,manual
e_000012325,Approve Purchase Order,2026-01-08 03:56:00,human_in_loop
e_000012326,Send Purchase Order,2026-01-08 06:56:00,automated
e_000012327,Receive Goods,2026-01-11 06:56:00,manual
e_000012328,Record Goods Receipt,2026-01-11 14:56:00,ai_assisted
e_000012329,Receive Invoice,2026-01-15 14:56:00,automated
e_000012330,Match Invoice,2026-01-15 16:56:00,automated
e_000012331,Approve Invoice,2026-01-16 06:56:00,manual
e_000012332,Pay Invoice,2026-01-17 06:56:00,automated
e_000012333,Create Purchase Order,2026-01-02 01:34:00,human_in_loop
e_000012334,Approve Purchase Order,2026-01-02 08:34:00,automated
e_000012335,Send Purchase Order,2026-01-02 09:34:00,manual
e_000012336,Receive Goods,2026-01-06 09:34:00,manual
e_000012337,Record Goods Receipt,2026-01-06 10:34:00,automated
e_000012338,Receive Invoice,2026-01-07 10:34:00,human_in_loop
e_000012339,Match Invoice,2026-01-07 19:34:00,manual
e_000012340,Approve Invoice,2026-01-07 21:34:00,manual
e_000012341,Pay Invoice,2026-01-09 21:34:00,automated
e_000012342,Create Purchase Order,2026-01-03 15:27:00,automated
e_000012343,Approve Purchase Order,2026-01-03 16:27:00,manual
e_000012344,Send Purchase Order,2026-01-03 22:27:00,automated
e_000012345,Receive Goods,2026-01-08 22:27:00,manual
e_000012346,Record Goods Receipt,2026-01-09 06:27:00,ai_assisted
e_000012347,Receive Goods,2026-01-10 06:27:00,manual
e_000012348,Record Goods Receipt,2026-01-10 16:27:00,manual
e_000012349,Receive Invoice,2026-01-16 16:27:00,automated
e_000012350,Match Invoice,2026-01-16 22:27:00,ai_assisted
e_000012351,Approve Invoice,2026-01-17 03:27:00,manual
e_000012352,Pay Invoice,2026-01-23 03:27:00,automated
e_000012353,Create Purchase Order,2026-01-03 13:17:00,automated
e_000012354,Approve Purchase Order,2026-01-03 15:17:00,human_in_loop
e_000012355,Send Purchase Order,2026-01-03 17:17:00,manual
e_000012356,Receive Goods,2026-01-06 17:17:00,ai_assisted
e_000012357,Record Goods Receipt,2026-01-06 19:17:00,human_in_loop
e_000012358,Receive Invoice,2026-01-09 19:17:00,automated
e_000012359,Match Invoice,2026-01-10 15:17:00,human_in_loop
e_000012360,Resolve Invoice Mismatch,2026-01-12 13:17:00,manual
e_000012361,Match Invoice,2026-01-13 00:17:00,ai_assisted
e_000012362,Approve Invoice,2026-01-13 23:17:00,manual
e_000012363,Pay Invoice,2026-01-19 23:17:00,manual
e_000012364,Receive Invoice,2026-01-23 23:17:00,automated
e_000012365,Match Invoice,2026-01-24 14:17:00,automated
e_000012366,Resolve Invoice Mismatch,2026-01-25 11:17:00,ai_assisted
e_000012367,Match Invoice,2026-01-26 05:17:00,manual
e_000012368,Approve Invoice,2026-01-26 22:17:00,manual
e_000012369,Pay Invoice,2026-02-04 22:17:00,manual
e_000012370,Create Purchase Order,2026-01-02 16:35:00,automated
e_000012371,Approve Purchase Order,2026-01-02 22:35:00,manual
e_000012372,Send Purchase Order,2026-01-03 01:35:00,manual
e_000012373,Receive Goods,2026-01-05 01:35:00,manual
e_000012374,Record Goods Receipt,2026-01-05 11:35:00,automated
e_000012375,Receive Invoice,2026-01-09 11:35:00,automated
e_000012376,Match Invoice,2026-01-09 18:35:00,manual
e_000012377,Approve Invoice,2026-01-09 21:35:00,automated
e_000012378,Pay Invoice,2026-01-19 21:35:00,manual
e_000012379,Create Purchase Order,2026-01-03 17:22:00,human_in_loop
e_000012380,Approve Purchase Order,2026-01-03 21:22:00,manual
e_000012381,Send Purchase Order,2026-01-03 23:22:00,automated
e_000012382,Receive Goods,2026-01-05 23:22:00,automated
e_000012383,Record Goods Receipt,2026-01-06 03:22:00,automated
e_000012384,Receive Goods,2026-01-10 03:22:00,automated
e_000012385,Record Goods Receipt,2026-01-10 04:22:00,manual
e_000012386,Receive Invoice,2026-01-14 04:22:00,automated
e_000012387,Match Invoice,2026-01-23 22:22:00,manual
e_000012388,Approve Invoice,2026-01-24 07:22:00,manual
e_000012389,Pay Invoice,2026-01-30 07:22:00,manual
e_000012390,Receive Invoice,2026-02-05 07:22:00,manual
e_000012391,Match Invoice,2026-02-11 13:22:00,ai_assisted
e_000012392,Approve Invoice,2026-02-12 06:22:00,manual
e_000012393,Pay Invoice,2026-02-21 06:22:00,manual
e_000012394,Create Purchase Order,2026-01-04 13:54:00,human_in_loop
e_000012395,Approve Purchase Order,2026-01-04 16:54:00,manual
e_000012396,Send Purchase Order,2026-01-04 18:54:00,manual
e_000012397,Receive Goods,2026-01-08 18:54:00,manual
e_000012398,Record Goods Receipt,2026-01-09 00:54:00,human_in_loop
e_000012399,Receive Invoice,2026-01-10 00:54:00,automated
e_000012400,Match Invoice,2026-01-10 20:54:00,ai_assisted
e_000012401,Approve Invoice,2026-01-11 19:54:00,automated
e_000012402,Pay Invoice,2026-01-19 19:54:00,automated
e_000012403,Create Purchase Order,2026-01-03 01:02:00,manual
e_000012404,Approve Purchase Order,2026-01-03 04:02:00,manual
e_000012405,Send Purchase Order,2026-01-03 06:02:00,manual
e_000012406,Receive Goods,2026-01-06 06:02:00,manual
e_000012407,Record Goods Receipt,2026-01-06 10:02:00,manual
e_000012408,Receive Invoice,2026-01-12 10:02:00,manual
e_000012409,Match Invoice,2026-01-13 10:02:00,manual
e_000012410,Approve Invoice,2026-01-13 23:02:00,manual
e_000012411,Pay Invoice,2026-01-23 23:02:00,manual
e_000012412,Create Purchase Order,2026-01-03 21:32:00,automated
e_000012413,Approve Purchase Order,2026-01-04 04:32:00,manual
e_000012414,Send Purchase Order,2026-01-04 09:32:00,manual
e_000012415,Receive Goods,2026-01-06 09:32:00,automated
e_000012416,Record Goods Receipt,2026-01-06 16:32:00,manual
e_000012417,Receive Invoice,2026-01-13 16:32:00,automated
e_000012418,Match Invoice,2026-01-13 18:32:00,ai_assisted
e_000012419,Approve Invoice,2026-01-14 13:32:00,manual
e_000012420,Pay Invoice,2026-01-15 13:32:00,automated
e_000012421,Create Purchase Order,2026-01-01 10:08:00,manual
e_000012422,Approve Purchase Order,2026-01-01 18:08:00,automated
e_000012423,Send Purchase Order,2026-01-01 23:08:00,automated
e_000012424,Receive Goods,2026-01-06 23:08:00,manual
e_000012425,Record Goods Receipt,2026-01-07 04:08:00,automated
e_000012426,Receive Invoice,2026-01-09 04:08:00,manual
e_000012427,Match Invoice,2026-01-12 06:08:00,ai_assisted
e_000012428,Approve Invoice,2026-01-12 10:08:00,manual
e_000012429,Pay Invoice,2026-01-22 10:08:00,automated
e_000012430,Create Purchase Order,2026-01-03 03:49:00,manual
e_000012431,Approve Purchase Order,2026-01-03 08:49:00,automated
e_000012432,Send Purchase Order,2026-01-03 14:49:00,manual
e_000012433,Receive Goods,2026-01-04 14:49:00,manual
e_000012434,Record Goods Receipt,2026-01-04 22:49:00,manual
e_000012435,Receive Invoice,2026-01-06 22:49:00,manual
e_000012436,Match Invoice,2026-01-07 11:49:00,manual
e_000012437,Resolve Invoice Mismatch,2026-01-09 08:49:00,manual
e_000012438,Match Invoice,2026-01-09 23:49:00,manual
e_000012439,Approve Invoice,2026-01-10 22:49:00,manual
e_000012440,Pay Invoice,2026-01-13 22:49:00,manual
e_000012441,Create Purchase Order,2026-01-05 08:48:00,manual
e_000012442,Approve Purchase Order,2026-01-05 15:48:00,manual
e_000012443,Send Purchase Order,2026-01-05 21:48:00,manual
e_000012444,Receive Goods,2026-01-07 21:48:00,automated
e_000012445,Record Goods Receipt,2026-01-07 22:48:00,manual
e_000012446,Receive Goods,2026-01-08 22:48:00,automated
e_000012447,Record Goods Receipt,2026-01-09 02:48:00,automated
e_000012448,Receive Invoice,2026-01-11 02:48:00,manual
e_000012449,Match Invoice,2026-01-13 16:48:00,human_in_loop
e_000012450,Approve Invoice,2026-01-14 13:48:00,human_in_loop
e_000012451,Pay Invoice,2026-01-19 13:48:00,automated
e_000012452,Receive Invoice,2026-01-20 13:48:00,automated
e_000012453,Match Invoice,2026-01-28 16:48:00,manual
e_000012454,Approve Invoice,2026-01-29 01:48:00,human_in_loop
e_000012455,Pay Invoice,2026-02-07 01:48:00,automated
e_000012456,Create Purchase Order,2026-01-01 19:39:00,automated
e_000012457,Approve Purchase Order,2026-01-01 20:39:00,human_in_loop
e_000012458,Send Purchase Order,2026-01-01 22:39:00,manual
e_000012459,Receive Goods,2026-01-02 22:39:00,manual
e_000012460,Record Goods Receipt,2026-01-03 05:39:00,manual
e_000012461,Receive Goods,2026-01-08 05:39:00,manual
e_000012462,Record Goods Receipt,2026-01-08 15:39:00,manual
e_000012463,Receive Invoice,2026-01-11 15:39:00,automated
e_000012464,Match Invoice,2026-01-21 19:39:00,ai_assisted
e_000012465,Approve Invoice,2026-01-22 07:39:00,manual
e_000012466,Pay Invoice,2026-01-26 07:39:00,manual
e_000012467,Create Purchase Order,2026-01-01 17:11:00,manual
e_000012468,Approve Purchase Order,2026-01-02 00:11:00,manual
e_000012469,Send Purchase Order,2026-01-02 03:11:00,automated
e_000012470,Receive Goods,2026-01-06 03:11:00,automated
e_000012471,Record Goods Receipt,2026-01-06 05:11:00,automated
e_000012472,Receive Goods,2026-01-10 05:11:00,manual
e_000012473,Record Goods Receipt,2026-01-10 15:11:00,manual
e_000012474,Receive Invoice,2026-01-13 15:11:00,manual
e_000012475,Match Invoice,2026-01-14 02:11:00,automated
e_000012476,Approve Invoice,2026-01-14 09:11:00,manual
e_000012477,Pay Invoice,2026-01-24 09:11:00,automated
e_000012478,Create Purchase Order,2026-01-01 19:28:00,manual
e_000012479,Approve Purchase Order,2026-01-02 01:28:00,manual
e_000012480,Send Purchase Order,2026-01-02 05:28:00,ai_assisted
e_000012481,Receive Goods,2026-01-07 05:28:00,manual
e_000012482,Record Goods Receipt,2026-01-07 07:28:00,manual
e_000012483,Receive Invoice,2026-01-09 07:28:00,automated
e_000012484,Match Invoice,2026-01-09 13:28:00,manual
e_000012485,Approve Invoice,2026-01-09 18:28:00,automated
e_000012486,Pay Invoice,2026-01-10 18:28:00,manual
e_000012487,Create Purchase Order,2026-01-04 04:42:00,automated
e_000012488,Approve Purchase Order,2026-01-04 11:42:00,manual
e_000012489,Send Purchase Order,2026-01-04 16:42:00,manual
