ocel:eid,ocel:oid,ocel:type,ocel:qualifier
e_000012213,po_001141,purchase_order,primary
e_000012213,supplier_030,supplier,reference
e_000012214,po_001141,purchase_order,reference
e_000012214,po_001141_gr_1,goods_receipt,primary
e_000012214,po_001141_item_1,item,item
e_000012214,po_001141_item_2,item,item
e_000012215,po_001141,purchase_order,reference
e_000012215,po_001141_gr_1,goods_receipt,primary
e_000012216,po_001141,purchase_order,reference
e_000012216,po_001141_gr_2,goods_receipt,primary
e_000012216,po_001141_item_1,item,item
e_000012216,po_001141_item_2,item,item
e_000012216,po_001141_item_3,item,item
e_000012216,po_001141_item_4,item,item
e_000012216,po_001141_item_5,item,item
e_000012217,po_001141,purchase_order,reference
e_000012217,po_001141_gr_2,goods_receipt,primary
e_000012218,po_001141,purchase_order,reference
e_000012218,po_001141_inv_1,invoice,primary
e_000012218,supplier_030,supplier,reference
e_000012219,po_001141,purchase_order,reference
e_000012219,po_001141_inv_1,invoice,primary
e_000012220,po_001141,purchase_order,reference
e_000012220,po_001141_inv_1,invoice,primary
e_000012221,po_001141,purchase_order,reference
e_000012221,po_001141_inv_1,invoice,primary
e_000012222,po_001142,purchase_order,primary
e_000012222,supplier_016,supplier,reference
e_000012222,cc_007,cost_center,reference
e_000012223,po_001142,purchase_order,primary
e_000012223,cc_007,cost_center,reference
e_000012224,po_001142,purchase_order,primary
e_000012224,supplier_016,supplier,reference
e_000012225,po_001142,purchase_order,reference
e_000012225,po_001142_gr_1,goods_receipt,primary
e_000012225,po_001142_item_1,item,item
e_000012225,po_001142_item_2,item,item
e_000012225,po_001142_item_3,item,item
e_000012225,po_001142_item_4,item,item
e_000012225,po_001142_item_5,item,item
e_000012226,po_001142,purchase_order,reference
e_000012226,po_001142_gr_1,goods_receipt,primary
e_000012227,po_001142,purchase_order,reference
e_000012227,po_001142_inv_1,invoice,primary
e_000012227,supplier_016,supplier,reference
e_000012228,po_001142,purchase_order,reference
e_000012228,po_001142_inv_1,invoice,primary
e_000012229,po_001142,purchase_order,reference
e_000012229,po_001142_inv_1,invoice,primary
e_000012230,po_001142,purchase_order,reference
e_000012230,po_001142_inv_1,invoice,primary
e_000012231,po_001143,purchase_order,primary
e_000012231,supplier_016,supplier,reference
e_000012231,cc_015,cost_center,reference
e_000012232,po_001143,purchase_order,primary
e_000012232,cc_015,cost_center,reference
e_000012233,po_001143,purchase_order,primary
e_000012233,supplier_016,supplier,reference
e_000012234,po_001143,purchase_order,primary
e_000012234,cc_015,cost_center,reference
e_000012235,po_001143,purchase_order,primary
e_000012235,supplier_016,supplier,reference
e_000012236,po_001143,purchase_order,reference
e_000012236,po_001143_gr_1,goods_receipt,primary
e_000012236,po_001143_item_1,item,item
e_000012236,po_001143_item_2,item,item
e_000012237,po_001143,purchase_order,reference
e_000012237,po_001143_gr_1,goods_receipt,primary
e_000012238,po_001143,purchase_order,reference
e_000012238,po_001143_inv_1,invoice,primary
e_000012238,supplier_016,supplier,reference
e_000012239,po_001143,purchase_order,reference
e_000012239,po_001143_inv_1,invoice,primary
e_000012240,po_001143,purchase_order,reference
e_000012240,po_001143_inv_1,invoice,primary
e_000012241,po_001143,purchase_order,reference
e_000012241,po_001143_inv_1,invoice,primary
e_000012242,po_001144,purchase_order,primary
e_000012242,supplier_025,supplier,reference
e_000012242,cc_014,cost_center,reference
e_000012243,po_001144,purchase_order,primary
e_000012243,cc_014,cost_center,reference
e_000012244,po_001144,purchase_order,primary
e_000012244,supplier_025,supplier,reference
e_000012245,po_001144,purchase_order,reference
e_000012245,po_001144_gr_1,goods_receipt,primary
e_000012245,po_001144_item_1,item,item
e_000012245,po_001144_item_2,item,item
e_000012245,po_001144_item_3,item,item
e_000012245,po_001144_item_4,item,item
e_000012246,po_001144,purchase_order,reference
e_000012246,po_001144_gr_1,goods_receipt,primary
e_000012247,po_001144,purchase_order,reference
e_000012247,po_001144_inv_1,invoice,primary
e_000012247,supplier_025,supplier,reference
e_000012248,po_001144,purchase_order,reference
e_000012248,po_001144_inv_1,invoice,primary
e_000012249,po_001144,purchase_order,reference
e_000012249,po_001144_inv_1,invoice,primary
e_000012250,po_001144,purchase_order,reference
e_000012250,po_001144_inv_1,invoice,primary
e_000012251,po_001145,purchase_order,primary
e_000012251,supplier_042,supplier,reference
e_000012251,cc_010,cost_center,reference
e_000012252,po_001145,purchase_order,primary
e_000012252,cc_010,cost_center,reference
e_000012253,po_001145,purchase_order,primary
e_000012253,supplier_042,supplier,reference
e_000012254,po_001145,purchase_order,reference
e_000012254,po_001145_gr_1,goods_receipt,primary
e_000012254,po_001145_item_1,item,item
e_000012255,po_001145,purchase_order,reference
e_000012255,po_001145_gr_1,goods_receipt,primary
e_000012256,po_001145,purchase_order,reference
e_000012256,po_001145_inv_1,invoice,primary
e_000012256,supplier_042,supplier,reference
e_000012257,po_001145,purchase_order,reference
e_000012257,po_001145_inv_1,invoice,primary
e_000012258,po_001145,purchase_order,reference
e_000012258,po_001145_inv_1,invoice,primary
e_000012259,po_001145,purchase_order,reference
e_000012259,po_001145_inv_1,invoice,primary
e_000012260,po_001146,purchase_order,primary
e_000012260,supplier_023,supplier,reference
e_000012260,cc_014,cost_center,reference
e_000012261,po_001146,purchase_order,primary
e_000012261,cc_014,cost_center,reference
e_000012262,po_001146,purchase_order,primary
e_000012262,supplier_023,supplier,reference
e_000012263,po_001146,purchase_order,reference
e_000012263,po_001146_gr_1,goods_receipt,primary
e_000012263,po_001146_item_1,item,item
e_000012264,po_001146,purchase_order,reference
e_000012264,po_001146_gr_1,goods_receipt,primary
e_000012265,po_001146,purchase_order,reference
e_000012265,po_001146_inv_1,invoice,primary
e_000012265,supplier_023,supplier,reference
e_000012266,po_001146,purchase_order,reference
e_000012266,po_001146_inv_1,invoice,primary
e_000012267,po_001146,purchase_order,reference
e_000012267,po_001146_inv_1,invoice,primary
e_000012268,po_001146,purchase_order,reference
e_000012268,po_001146_inv_1,invoice,primary
e_000012269,po_001147,purchase_order,primary
e_000012269,supplier_028,supplier,reference
e_000012269,cc_008,cost_center,reference
e_000012270,po_001147,purchase_order,primary
e_000012270,cc_008,cost_center,reference
e_000012271,po_001147,purchase_order,primary
e_000012271,supplier_028,supplier,reference
e_000012272,po_001147,purchase_order,primary
e_000012272,cc_008,cost_center,reference
e_000012273,po_001147,purchase_order,primary
e_000012273,supplier_028,supplier,reference
e_000012274,po_001147,purchase_order,reference
e_000012274,po_001147_gr_1,goods_receipt,primary
e_000012274,po_001147_item_1,item,item
e_000012275,po_001147,purchase_order,reference
e_000012275,po_001147_gr_1,goods_receipt,primary
e_000012276,po_001147,purchase_order,reference
e_000012276,po_001147_inv_1,invoice,primary
e_000012276,supplier_028,supplier,reference
e_000012277,po_001147,purchase_order,reference
e_000012277,po_001147_inv_1,invoice,primary
e_000012278,po_001147,purchase_order,reference
e_000012278,po_001147_inv_1,invoice,primary
e_000012279,po_001147,purchase_order,reference
e_000012279,po_001147_inv_1,invoice,primary
e_000012280,po_001148,purchase_order,primary
e_000012280,supplier_032,supplier,reference
e_000012280,cc_014,cost_center,reference
e_000012281,po_001148,purchase_order,primary
e_000012281,cc_014,cost_center,reference
e_000012282,po_001148,purchase_order,primary
e_000012282,supplier_032,supplier,reference
e_000012283,po_001148,purchase_order,reference
e_000012283,po_001148_gr_1,goods_receipt,primary
e_000012283,po_001148_item_1,item,item
e_000012283,po_001148_item_2,item,item
e_000012283,po_001148_item_3,item,item
e_000012283,po_001148_item_4,item,item
e_000012284,po_001148,purchase_order,reference
e_000012284,po_001148_gr_1,goods_receipt,primary
e_000012285,po_001148,purchase_order,reference
e_000012285,po_001148_inv_1,invoice,primary
e_000012285,supplier_032,supplier,reference
e_000012286,po_001148,purchase_order,reference
e_000012286,po_001148_inv_1,invoice,primary
e_000012287,po_001148,purchase_order,reference
e_000012287,po_001148_inv_1,invoice,primary
e_000012288,po_001148,purchase_order,reference
e_000012288,po_001148_inv_1,invoice,primary
e_000012289,po_001149,purchase_order,primary
e_000012289,supplier_033,supplier,reference
e_000012289,cc_019,cost_center,reference
e_000012290,po_001149,purchase_order,primary
e_000012290,cc_019,cost_center,reference
e_000012291,po_001149,purchase_order,primary
e_000012291,supplier_033,supplier,reference
e_000012292,po_001149,purchase_order,primary
e_000012292,cc_019,cost_center,reference
e_000012293,po_001149,purchase_order,primary
e_000012293,supplier_033,supplier,reference
e_000012294,po_001149,purchase_order,reference
e_000012294,po_001149_gr_1,goods_receipt,primary
e_000012294,po_001149_item_1,item,item
e_000012294,po_001149_item_2,item,item
e_000012294,po_001149_item_3,item,item
e_000012295,po_001149,purchase_order,reference
e_000012295,po_001149_gr_1,goods_receipt,primary
e_000012296,po_001149,purchase_order,reference
e_000012296,po_001149_inv_1,invoice,primary
e_000012296,supplier_033,supplier,reference
e_000012297,po_001149,purchase_order,reference
e_000012297,po_001149_inv_1,invoice,primary
e_000012298,po_001149,purchase_order,reference
e_000012298,po_001149_inv_1,invoice,primary
e_000012299,po_001149,purchase_order,reference
e_000012299,po_001149_inv_1,invoice,primary
e_000012300,po_001149,purchase_order,reference
e_000012300,po_001149_inv_2,invoice,primary
e_000012300,supplier_033,supplier,reference
e_000012301,po_001149,purchase_order,reference
e_000012301,po_001149_inv_2,invoice,primary
e_000012302,po_001149,purchase_order,reference
e_000012302,po_001149_inv_2,invoice,primary
e_000012303,po_001149,purchase_order,reference
e_000012303,po_001149_inv_2,invoice,primary
e_000012304,po_001150,purchase_order,primary
e_000012304,supplier_041,supplier,reference
e_000012304,cc_008,cost_center,reference
e_000012305,po_001150,purchase_order,primary
e_000012305,cc_008,cost_center,reference
e_000012306,po_001150,purchase_order,primary
e_000012306,supplier_041,supplier,reference
e_000012307,po_001150,purchase_order,reference
e_000012307,po_001150_gr_1,goods_receipt,primary
e_000012307,po_001150_item_1,item,item
e_000012307,po_001150_item_2,item,item
e_000012307,po_001150_item_3,item,item
e_000012307,po_001150_item_4,item,item
e_000012308,po_001150,purchase_order,reference
e_000012308,po_001150_gr_1,goods_receipt,primary
e_000012309,po_001150,purchase_order,reference
e_000012309,po_001150_inv_1,invoice,primary
e_000012309,supplier_041,supplier,reference
e_000012310,po_001150,purchase_order,reference
e_000012310,po_001150_inv_1,invoice,primary
e_000012311,po_001150,purchase_order,reference
e_000012311,po_001150_inv_1,invoice,primary
e_000012312,po_001150,purchase_order,reference
e_000012312,po_001150_inv_1,invoice,primary
e_000012313,po_001151,purchase_order,primary
e_000012313,supplier_022,supplier,reference
e_000012313,cc_012,cost_center,reference
e_000012314,po_001151,purchase_order,primary
e_000012314,cc_012,cost_center,reference
e_000012315,po_001151,purchase_order,primary
e_000012315,supplier_022,supplier,reference
e_000012316,po_001151,purchase_order,reference
e_000012316,po_001151_gr_1,goods_receipt,primary
e_000012316,po_001151_item_1,item,item
e_000012316,po_001151_item_2,item,item
e_000012317,po_001151,purchase_order,reference
e_000012317,po_001151_gr_1,goods_receipt,primary
e_000012318,po_001151,purchase_order,reference
e_000012318,po_001151_inv_1,invoice,primary
e_000012318,supplier_022,supplier,reference
e_000012319,po_001151,purchase_order,reference
e_000012319,po_001151_inv_1,invoice,primary
e_000012320,po_001151,purchase_order,reference
e_000012320,po_001151_inv_1,invoice,primary
e_000012321,po_001151,purchase_order,reference
e_000012321,po_001151_inv_1,invoice,primary
e_000012322,po_001151,purchase_order,reference
e_000012322,po_001151_inv_2,invoice,primary
e_000012322,supplier_022,supplier,reference
e_000012323,po_001151,purchase_order,reference
e_000012323,po_001151_inv_2,invoice,primary
e_000012324,po_001151,purchase_order,reference
e_000012324,po_001151_inv_2,invoice,primary
e_000012325,po_001151,purchase_order,reference
e_000012325,po_001151_inv_2,invoice,primary
e_000012326,po_001152,purchase_order,primary
e_000012326,supplier_002,supplier,reference
e_000012326,cc_001,cost_center,reference
e_000012327,po_001152,purchase_order,primary
e_000012327,cc_001,cost_center,reference
e_000012328,po_001152,purchase_order,primary
e_000012328,supplier_002,supplier,reference
e_000012329,po_001152,purchase_order,reference
e_000012329,po_001152_gr_1,goods_receipt,primary
e_000012329,po_001152_item_1,item,item
e_000012330,po_001152,purchase_order,reference
e_000012330,po_001152_gr_1,goods_receipt,primary
e_000012331,po_001152,purchase_order,reference
e_000012331,po_001152_gr_2,goods_receipt,primary
e_000012331,po_001152_item_1,item,item
e_000012331,po_001152_item_2,item,item
e_000012331,po_001152_item_3,item,item
e_000012332,po_001152,purchase_order,reference
e_000012332,po_001152_gr_2,goods_receipt,primary
e_000012333,po_001152,purchase_order,reference
e_000012333,po_001152_inv_1,invoice,primary
e_000012333,supplier_002,supplier,reference
e_000012334,po_001152,purchase_order,reference
e_000012334,po_001152_inv_1,invoice,primary
e_000012335,po_001152,purchase_order,reference
e_000012335,po_001152_inv_1,invoice,primary
e_000012336,po_001152,purchase_order,reference
e_000012336,po_001152_inv_1,invoice,primary
e_000012337,po_001153,purchase_order,primary
e_000012337,supplier_050,supplier,reference
e_000012337,cc_012,cost_center,reference
e_000012338,po_001153,purchase_order,primary
e_000012338,cc_012,cost_center,reference
e_000012339,po_001153,purchase_order,primary
e_000012339,supplier_050,supplier,reference
e_000012340,po_001153,purchase_order,reference
e_000012340,po_001153_gr_1,goods_receipt,primary
e_000012340,po_001153_item_1,item,item
e_000012340,po_001153_item_2,item,item
e_000012340,po_001153_item_3,item,item
e_000012341,po_001153,purchase_order,reference
e_000012341,po_001153_gr_1,goods_receipt,primary
e_000012342,po_001153,purchase_order,reference
e_000012342,po_001153_inv_1,invoice,primary
e_000012342,supplier_050,supplier,reference
e_000012343,po_001153,purchase_order,reference
e_000012343,po_001153_inv_1,invoice,primary
e_000012344,po_001153,purchase_order,reference
e_000012344,po_001153_inv_1,invoice,primary
e_000012345,po_001153,purchase_order,reference
e_000012345,po_001153_inv_1,invoice,primary
e_000012346,po_001153,purchase_order,reference
e_000012346,po_001153_inv_2,invoice,primary
e_000012346,supplier_050,supplier,reference
e_000012347,po_001153,purchase_order,reference
e_000012347,po_001153_inv_2,invoice,primary
e_000012348,po_001153,purchase_order,reference
e_000012348,po_001153_inv_2,invoice,primary
e_000012349,po_001153,purchase_order,reference
e_000012349,po_001153_inv_2,invoice,primary
e_000012350,po_001154,purchase_order,primary
e_000012350,supplier_016,supplier,reference
e_000012350,cc_014,cost_center,reference
e_000012351,po_001154,purchase_order,primary
e_000012351,cc_014,cost_center,reference
e_000012352,po_001154,purchase_order,primary
e_000012352,supplier_016,supplier,reference
e_000012353,po_001154,purchase_order,reference
e_000012353,po_001154_gr_1,goods_receipt,primary
e_000012353,po_001154_item_1,item,item
e_000012353,po_001154_item_2,item,item
e_000012353,po_001154_item_3,item,item
e_000012353,po_001154_item_4,item,item
e_000012353,po_001154_item_5,item,item
e_000012354,po_001154,purchase_order,reference
e_000012354,po_001154_gr_1,goods_receipt,primary
e_000012355,po_001154,purchase_order,reference
e_000012355,po_001154_inv_1,invoice,primary
e_000012355,supplier_016,supplier,reference
e_000012356,po_001154,purchase_order,reference
e_000012356,po_001154_inv_1,invoice,primary
e_000012357,po_001154,purchase_order,reference
e_000012357,po_001154_inv_1,invoice,primary
e_000012358,po_001154,purchase_order,reference
e_000012358,po_001154_inv_1,invoice,primary
e_000012359,po_001155,purchase_order,primary
e_000012359,supplier_023,supplier,reference
e_000012359,cc_018,cost_center,reference
e_000012360,po_001155,purchase_order,primary
e_000012360,cc_018,cost_center,reference
e_000012361,po_001155,purchase_order,primary
e_000012361,supplier_023,supplier,reference
e_000012362,po_001155,purchase_order,reference
e_000012362,po_001155_gr_1,goods_receipt,primary
e_000012362,po_001155_item_1,item,item
e_000012362,po_001155_item_2,item,item
e_000012362,po_001155_item_3,item,item
e_000012363,po_001155,purchase_order,reference
e_000012363,po_001155_gr_1,goods_receipt,primary
e_000012364,po_001155,purchase_order,reference
e_000012364,po_001155_inv_1,invoice,primary
e_000012364,supplier_023,supplier,reference
e_000012365,po_001155,purchase_order,reference
e_000012365,po_001155_inv_1,invoice,primary
e_000012366,po_001155,purchase_order,reference
e_000012366,po_001155_inv_1,invoice,primary
e_000012367,po_001155,purchase_order,reference
e_000012367,po_001155_inv_1,invoice,primary
e_000012368,po_001155,purchase_order,reference
e_000012368,po_001155_inv_2,invoice,primary
e_000012368,supplier_023,supplier,reference
e_000012369,po_001155,purchase_order,reference
e_000012369,po_001155_inv_2,invoice,primary
e_000012370,po_001155,purchase_order,reference
e_000012370,po_001155_inv_2,invoice,primary
e_000012371,po_001155,purchase_order,reference
e_000012371,po_001155_inv_2,invoice,primary
e_000012372,po_001156,purchase_order,primary
e_000012372,supplier_021,supplier,reference
e_000012372,cc_005,cost_center,reference
e_000012373,po_001156,purchase_order,primary
e_000012373,cc_005,cost_center,reference
e_000012374,po_001156,purchase_order,primary
e_000012374,supplier_021,supplier,reference
e_000012375,po_001156,purchase_order,reference
e_000012375,po_001156_gr_1,goods_receipt,primary
e_000012375,po_001156_item_1,item,item
e_000012376,po_001156,purchase_order,reference
e_000012376,po_001156_gr_1,goods_receipt,primary
e_000012377,po_001156,purchase_order,reference
e_000012377,po_001156_inv_1,invoice,primary
e_000012377,supplier_021,supplier,reference
e_000012378,po_001156,purchase_order,reference
e_000012378,po_001156_inv_1,invoice,primary
e_000012379,po_001156,purchase_order,reference
e_000012379,po_001156_inv_1,invoice,primary
e_000012380,po_001156,purchase_order,reference
e_000012380,po_001156_inv_1,invoice,primary
e_000012381,po_001157,purchase_order,primary
e_000012381,supplier_019,supplier,reference
e_000012381,cc_005,cost_center,reference
e_000012382,po_001157,purchase_order,primary
e_000012382,cc_005,cost_center,reference
e_000012383,po_001157,purchase_order,primary
e_000012383,supplier_019,supplier,reference
e_000012384,po_001157,purchase_order,reference
e_000012384,po_001157_gr_1,goods_receipt,primary
e_000012384,po_001157_item_1,item,item
e_000012384,po_001157_item_2,item,item
e_000012384,po_001157_item_3,item,item
e_000012384,po_001157_item_4,item,item
e_000012384,po_001157_item_5,item,item
e_000012385,po_001157,purchase_order,reference
e_000012385,po_001157_gr_1,goods_receipt,primary
e_000012386,po_001157,purchase_order,reference
e_000012386,po_001157_inv_1,invoice,primary
e_000012386,supplier_019,supplier,reference
e_000012387,po_001157,purchase_order,reference
e_000012387,po_001157_inv_1,invoice,primary
e_000012388,po_001157,purchase_order,reference
e_000012388,po_001157_inv_1,invoice,primary
e_000012389,po_001157,purchase_order,reference
e_000012389,po_001157_inv_1,invoice,primary
e_000012390,po_001158,purchase_order,primary
e_000012390,supplier_017,supplier,reference
e_000012390,cc_007,cost_center,reference
e_000012391,po_001158,purchase_order,primary
e_000012391,cc_007,cost_center,reference
e_000012392,po_001158,purchase_order,primary
e_000012392,supplier_017,supplier,reference
e_000012393,po_001158,purchase_order,reference
e_000012393,po_001158_gr_1,goods_receipt,primary
e_000012393,po_001158_item_1,item,item
e_000012394,po_001158,purchase_order,reference
e_000012394,po_001158_gr_1,goods_receipt,primary
e_000012395,po_001158,purchase_order,reference
e_000012395,po_001158_gr_2,goods_receipt,primary
e_000012395,po_001158_item_1,item,item
e_000012395,po_001158_item_2,item,item
e_000012396,po_001158,purchase_order,reference
e_000012396,po_001158_gr_2,goods_receipt,primary
e_000012397,po_001158,purchase_order,reference
e_000012397,po_001158_inv_1,invoice,primary
e_000012397,supplier_017,supplier,reference
e_000012398,po_001158,purchase_order,reference
e_000012398,po_001158_inv_1,invoice,primary
e_000012399,po_001158,purchase_order,reference
e_000012399,po_001158_inv_1,invoice,primary
e_000012400,po_001158,purchase_order,reference
e_000012400,po_001158_inv_1,invoice,primary
e_000012401,po_001159,purchase_order,primary
e_000012401,supplier_016,supplier,reference
e_000012401,cc_007,cost_center,reference
e_000012402,po_001159,purchase_order,primary
e_000012402,cc_007,cost_center,reference
e_000012403,po_001159,purchase_order,primary
e_000012403,supplier_016,supplier,reference
e_000012404,po_001159,purchase_order,reference
e_000012404,po_001159_gr_1,goods_receipt,primary
e_000012404,po_001159_item_1,item,item
e_000012404,po_001159_item_2,item,item
e_000012405,po_001159,purchase_order,reference
e_000012405,po_001159_gr_1,goods_receipt,primary
e_000012406,po_001159,purchase_order,reference
e_000012406,po_001159_inv_1,invoice,primary
e_000012406,supplier_016,supplier,reference
e_000012407,po_001159,purchase_order,reference
e_000012407,po_001159_inv_1,invoice,primary
e_000012408,po_001159,purchase_order,reference
e_000012408,po_001159_inv_1,invoice,primary
e_000012409,po_001159,purchase_order,reference
e_000012409,po_001159_inv_1,invoice,primary
e_000012410,po_001160,purchase_order,primary
e_000012410,supplier_046,supplier,reference
e_000012410,cc_015,cost_center,reference
e_000012411,po_001160,purchase_order,primary
e_000012411,cc_015,cost_center,reference
e_000012412,po_001160,purchase_order,primary
e_000012412,supplier_046,supplier,reference
e_000012413,po_001160,purchase_order,reference
e_000012413,po_001160_gr_1,goods_receipt,primary
e_000012413,po_001160_item_1,item,item
e_000012414,po_001160,purchase_order,reference
e_000012414,po_001160_gr_1,goods_receipt,primary
e_000012415,po_001160,purchase_order,reference
e_000012415,po_001160_inv_1,invoice,primary
e_000012415,supplier_046,supplier,reference
e_000012416,po_001160,purchase_order,reference
e_000012416,po_001160_inv_1,invoice,primary
e_000012417,po_001160,purchase_order,reference
e_000012417,po_001160_inv_1,invoice,primary
e_000012418,po_001160,purchase_order,reference
e_000012418,po_001160_inv_1,invoice,primary
e_000012419,po_001161,purchase_order,primary
e_000012419,supplier_048,supplier,reference
e_000012419,cc_007,cost_center,reference
e_000012420,po_001161,purchase_order,primary
e_000012420,cc_007,cost_center,reference
e_000012421,po_001161,purchase_order,primary
e_000012421,supplier_048,supplier,reference
e_000012422,po_001161,purchase_order,primary
e_000012422,cc_007,cost_center,reference
e_000012423,po_001161,purchase_order,primary
e_000012423,supplier_048,supplier,reference
e_000012424,po_001161,purchase_order,reference
e_000012424,po_001161_gr_1,goods_receipt,primary
e_000012424,po_001161_item_1,item,item
e_000012424,po_001161_item_2,item,item
e_000012424,po_001161_item_3,item,item
e_000012424,po_001161_item_4,item,item
e_000012425,po_001161,purchase_order,reference
e_000012425,po_001161_gr_1,goods_receipt,primary
e_000012426,po_001161,purchase_order,reference
e_000012426,po_001161_inv_1,invoice,primary
e_000012426,supplier_048,supplier,reference
e_000012427,po_001161,purchase_order,reference
e_000012427,po_001161_inv_1,invoice,primary
e_000012428,po_001161,purchase_order,reference
e_000012428,po_001161_inv_1,invoice,primary
e_000012429,po_001161,purchase_order,reference
e_000012429,po_001161_inv_1,invoice,primary
e_000012430,po_001161,purchase_order,reference
e_000012430,po_001161_inv_2,invoice,primary
e_000012430,supplier_048,supplier,reference
e_000012431,po_001161,purchase_order,reference
e_000012431,po_001161_inv_2,invoice,primary
e_000012432,po_001161,purchase_order,reference
e_000012432,po_001161_inv_2,invoice,primary
e_000012433,po_001161,purchase_order,reference
e_000012433,po_001161_inv_2,invoice,primary
e_000012434,po_001162,purchase_order,primary
e_000012434,supplier_047,supplier,reference
e_000012434,cc_014,cost_center,reference
e_000012435,po_001162,purchase_order,primary
e_000012435,cc_014,cost_center,reference
e_000012436,po_001162,purchase_order,primary
e_000012436,supplier_047,supplier,reference
e_000012437,po_001162,purchase_order,reference
e_000012437,po_001162_gr_1,goods_receipt,primary
e_000012437,po_001162_item_1,item,item
e_000012437,po_001162_item_2,item,item
e_000012437,po_001162_item_3,item,item
e_000012437,po_001162_item_4,item,item
e_000012438,po_001162,purchase_order,reference
e_000012438,po_001162_gr_1,goods_receipt,primary
e_000012439,po_001162,purchase_order,reference
e_000012439,po_001162_inv_1,invoice,primary
e_000012439,supplier_047,supplier,reference
e_000012440,po_001162,purchase_order,reference
e_000012440,po_001162_inv_1,invoice,primary
e_000012441,po_001162,purchase_order,reference
e_000012441,po_001162_inv_1,invoice,primary
e_000012442,po_001162,purchase_order,reference
e_000012442,po_001162_inv_1,invoice,primary
e_000012443,po_001163,purchase_order,primary
e_000012443,supplier_001,supplier,reference
e_000012443,cc_011,cost_center,reference
e_000012444,po_001163,purchase_order,primary
e_000012444,cc_011,cost_center,reference
e_000012445,po_001163,purchase_order,primary
e_000012445,supplier_001,supplier,reference
e_000012446,po_001163,purchase_order,primary
e_000012446,cc_011,cost_center,reference
e_000012447,po_001163,purchase_order,primary
e_000012447,supplier_001,supplier,reference
e_000012448,po_001163,purchase_order,reference
e_000012448,po_001163_gr_1,goods_receipt,primary
e_000012448,po_001163_item_1,item,item
e_000012449,po_001163,purchase_order,reference
e_000012449,po_001163_gr_1,goods_receipt,primary
e_000012450,po_001163,purchase_order,reference
e_000012450,po_001163_gr_2,goods_receipt,primary
e_000012450,po_001163_item_1,item,item
e_000012450,po_001163_item_2,item,item
e_000012451,po_001163,purchase_order,reference
e_000012451,po_001163_gr_2,goods_receipt,primary
e_000012452,po_001163,purchase_order,reference
e_000012452,po_001163_inv_1,invoice,primary
e_000012452,supplier_001,supplier,reference
e_000012453,po_001163,purchase_order,reference
e_000012453,po_001163_inv_1,invoice,primary
e_000012454,po_001163,purchase_order,reference
e_000012454,po_001163_inv_1,invoice,primary
e_000012454,supplier_001,supplier,reference
e_000012455,po_001163,purchase_order,reference
e_000012455,po_001163_inv_1,invoice,primary
e_000012456,po_001163,purchase_order,reference
e_000012456,po_001163_inv_1,invoice,primary
e_000012457,po_001163,purchase_order,reference
e_000012457,po_001163_inv_1,invoice,primary
e_000012458,po_001164,purchase_order,primary
e_000012458,supplier_050,supplier,reference
e_000012458,cc_002,cost_center,reference
e_000012459,po_001164,purchase_order,primary
e_000012459,cc_002,cost_center,reference
e_000012460,po_001164,purchase_order,primary
e_000012460,supplier_050,supplier,reference
e_000012461,po_001164,purchase_order,primary
e_000012461,cc_002,cost_center,reference
e_000012462,po_001164,purchase_order,primary
e_000012462,supplier_050,supplier,reference
e_000012463,po_001164,purchase_order,reference
e_000012463,po_001164_gr_1,goods_receipt,primary
e_000012463,po_001164_item_1,item,item
e_000012463,po_001164_item_2,item,item
e_000012464,po_001164,purchase_order,reference
e_000012464,po_001164_gr_1,goods_receipt,primary
e_000012465,po_001164,purchase_order,reference
e_000012465,po_001164_inv_1,invoice,primary
e_000012465,supplier_050,supplier,reference
e_000012466,po_001164,purchase_order,reference
e_000012466,po_001164_inv_1,invoice,primary
e_000012467,po_001164,purchase_order,reference
e_000012467,po_001164_inv_1,invoice,primary
e_000012468,po_001164,purchase_order,reference
e_000012468,po_001164_inv_1,invoice,primary
e_000012469,po_001164,purchase_order,reference
e_000012469,po_001164_inv_2,invoice,primary
e_000012469,supplier_050,supplier,reference
e_000012470,po_001164,purchase_order,reference
e_000012470,po_001164_inv_2,invoice,primary
e_000012471,po_001164,purchase_order,reference
e_000012471,po_001164_inv_2,invoice,primary
e_000012472,po_001164,purchase_order,reference
e_000012472,po_001164_inv_2,invoice,primary
e_000012473,po_001165,purchase_order,primary
e_000012473,supplier_002,supplier,reference
e_000012473,cc_004,cost_center,reference
e_000012474,po_001165,purchase_order,primary
e_000012474,cc_004,cost_center,reference
e_000012475,po_001165,purchase_order,primary
e_000012475,supplier_002,supplier,reference
e_000012476,po_001165,purchase_order,reference
e_000012476,po_001165_gr_1,goods_receipt,primary
e_000012476,po_001165_item_1,item,item
e_000012476,po_001165_item_2,item,item
e_000012476,po_001165_item_3,item,item
e_000012476,po_001165_item_4,item,item
e_000012477,po_001165,purchase_order,reference
e_000012477,po_001165_gr_1,goods_receipt,primary
e_000012478,po_001165,purchase_order,reference
e_000012478,po_001165_inv_1,invoice,primary
e_000012478,supplier_002,supplier,reference
e_000012479,po_001165,purchase_order,reference
e_000012479,po_001165_inv_1,invoice,primary
e_000012480,po_001165,purchase_order,reference
e_000012480,po_001165_inv_1,invoice,primary
e_000012481,po_001165,purchase_order,reference
e_000012481,po_001165_inv_1,invoice,primary
e_000012482,po_001166,purchase_order,primary
